session_id,user_id,campaign_id,session_start,session_end,device_type,country,utm_campaign,utm_source,utm_medium
S0008006,U004678,,2026-01-06 20:40:10,,mobile,UNITED STATES,,google,none
S0008007,,,2025-05-09 16:11:51,2025-05-09 16:18:53,mobile,US,,email,cpc
S0008008,,C00094,2025-03-11 00:10:37,2025-03-11 00:16:19,mobile,US,Weekend Flash 2024 – Storage,facebook,cpc
S0008009,U001632,C00239,2025-09-07 00:14:46,2025-09-07 00:20:50,desktop,US,New Arrivals 2024 – Bedroom,referral,none
S0008010,U009653,,2025-02-05 15:52:02,2025-02-05 15:53:43,desktop,usa,Bundle & Save 2025 – Kitchen,facebook,social 
S0008011,U001660,C00661,2025-03-16 13:46:14,2025-03-16 13:57:32,mobile, UNITED STATES  ,Bundle & Save 2024 – Kitchen,facebook,cpc
S0008012,U001614,C00777,2024-04-16 10:30:56,2024-04-16 10:34:16,mobile,US,Back to School 2024 – Outdoor,direct,none
S0008013,U000617,,2024-08-19 20:46:05,2024-08-19 20:49:01,mobile,United States,,organic, cpc   
S0008014,U006448,,2025-02-07 22:12:10,2025-02-07 22:15:18,desktop,US,,google,none
S0008015,U003039,,2025-10-20 08:32:50,2025-10-20 08:36:48,mobile,UNITED STATES,,email,email
S0008016,U008834,C00258,2025-02-17 11:26:08,,mobile,US,,facebook,cpc
S0008017,U008582,,2024-05-05 12:05:49,2024-05-05 12:11:14,mobile,US,,facebook,cpc
S0008018,U000301,C00645,2025-12-10 12:49:33,2025-12-10 12:54:56,desktop,United Kingdom,Bundle & Save 2024 – Decor,organic,organic
S0008019,U009207,C00281,2025-01-26 09:38:55,2025-01-26 09:40:49,mobile,US,Weekend Flash 2025 – Kitchen,email,email
S0008020,,C00603,2025-11-26 03:24:29,2025-11-26 03:28:17,mobile,US,new arrivals 2025 – decor,email,    EMAIL    
S0008021,U000143,,2025-05-24 18:23:38,2025-05-24 18:28:26,mobile,United States,,google,none
S0008022,U006437,C00626,2024-07-12 23:42:00,2024-07-12 23:44:28,desktop,us,SUMMER SALE 2025 – OFFICE,FACEBOOK,social
S0008023,U000865,,2025-01-27 10:19:51,2025-01-27 10:25:36,mobile,US,,email,referral
S0008024,U002660,C00494,2025-05-22 07:28:14,2025-05-22 07:32:30,desktop,US,Back to School 2025 – Kitchen,google,organic
S0008025,U003774,,2025-08-29 05:22:57,2025-08-29 05:31:21,desktop,AU,,organic,organic
S0008026,U007004,C00066,2025-11-02 08:40:47,2025-11-02 08:45:13,mobile,US,Summer Slae 2024 – Decor,facebook,cpc
S0008027,U004788,C00645,2025-11-20 08:12:12,2025-11-20 08:20:21,desktop,US,Bundle & Save 2024 – Decor,google,cpc
S0008028,U002701,,2025-07-12 06:59:46,2025-07-12 07:02:39,mobile,ca,,google,organic
S0008029,,,2025-10-05 07:19:18,,mobile,US,,organic,organic
S0008030,,C00312,2025-02-01 04:25:18,2025-02-01 04:26:20,DESKTOP,CA,Holiday Prep 2024 – Office,facebook,none
S0008031,,,2024-11-16 05:10:22,2024-11-16 05:12:18,mobile,CA,,google,CPC
S0008032,,C00346,2025-08-23 17:15:11,2025-08-23 17:17:44,desktop,UNITED STATES,Cozy Home 2024 – Kitchen,ORGANIC,none
S0008033,U003267,C00645,2024-06-09 00:10:38,2024-06-09 00:12:47,mobile,  US   ,Bundle & Save 2024 – Decor,facebook,cpc
S0008034,U008296,C00499,2024-11-12 23:11:34,2024-11-12 23:16:44,mobile,US,,google,organic
S0008035,U007444,C00174,2025-11-26 10:16:07,2025-11-26 10:23:51,mobile      ,United States,Bundle & Save 2025 – Lighting,google,email
S0008036,,C00061,2025-06-10 21:26:30,2025-06-10 21:27:53,mobile,us,Summer Sale 2024 – Bedroom,facebook,social
S0008037,U005016,C00479,2025-03-11 12:30:14,2025-03-11 12:33:39,mobile,UK      ,Summer Slae 2025 – Kitchen,google,none
S0008038,U000170,,2024-11-08 03:56:20,2024-11-08 05:56:20,desktop,  US   ,,google,organic
S0008039,,,2025-09-10 17:12:23,2025-09-10 17:20:33,mobile,CA,, organic   ,organic
S0008040,,C00346,2024-05-13 06:24:46,2024-05-13 06:26:33,DESKTOP,US,Cozy Home 2024 – Kitchen,email,email
S0008041,U006765,,2025-12-29 01:03:06,2025-12-29 01:06:33,mobile,US,,facebook,social
S0008042,U006970,,2024-11-17 04:57:13,2024-11-17 05:05:29,mobile,Canada,,referral,referral
S0008043,U002601,C00108,2024-10-02 13:17:23,2024-10-02 13:20:00,mobile,US,Cozy Home 2024 – Bath,email,social
S0008044,U007644,C00146,2025-10-15 03:32:05,2025-10-15 03:40:38,  desktop  ,US,Cozy Home 2025 – Kitchen,direct,cpc
S0008045,U007915,C00252,2024-12-21 08:12:33,2024-12-21 08:16:04,desktop,US,Bundle & Save 2025 – Office,email,email
S0008046,U005589,C00504,2025-10-17 07:04:40,2025-10-17 07:07:30,mobile,US,New Arrivals 2025 – Office, facebook,email
S0008047,U006283,,2024-05-27 11:18:17,2024-05-27 11:25:02,mobile,US,,direct,none
S0008048,,,2024-11-19 21:13:58,2024-11-19 21:16:50,DESKTOP,CA,,direct,none
S0008049,U006969,,2025-08-16 14:34:41,2025-08-16 14:37:36,  mobile  ,US,,email,email
S0008050,U002043,C00780,2025-07-17 16:10:54,2025-07-17 16:21:06,tablet,US,New Arrivals 2024 – Bedroom,google,cpc
S0008051,U002783,C00489,2025-02-22 21:55:22,2025-02-22 21:55:27,mobile,Canada,New Arrivals 2026 – Kitchen,google,cpc
S0008052,U000520,,2024-09-25 04:19:12,2024-09-25 04:21:21,mobile,CA,,facebook, cpc  
S0008053,U009377,,2025-01-21 15:14:39,2025-01-21 15:17:07,mobile,US,,google,organic
S0008054,U007446,,2025-03-25 05:51:33,2025-03-25 05:56:17,mobile,usa,,facebook,social
S0008055,U001396,,2024-04-23 04:30:05,,desktop,  US ,,google,none
S0008056,U004949,,2026-01-05 14:01:19,2026-01-05 14:03:47,MOBILE,US,,organic,cpc
S0008057,U008101,C00174,2024-04-09 14:22:24,2024-04-09 14:26:25,mobile,Australia,Bundle & Save 2025 – Lighting,organic,organic
S0008058,U008814,C00102,2024-05-02 11:02:10,2024-05-02 11:13:32,mobile,US,,google,organic
S0008059,U004310,,2025-02-13 23:58:07,2025-02-14 00:01:04,mobile,US,,organic,organic
S0008060,U007012,C00651,2025-02-07 16:31:27,2025-02-07 16:38:07,tablet,US,BACK TO SCHOOL 2024 – DECOR,GOOGLE,cpc
S0008061,U007287,C00169,2024-11-21 16:36:31,2024-11-21 16:38:23,mobile,US,,organic,organic
S0008062,,C00564,2024-02-18 16:33:56,2024-02-18 16:41:30,mobile,US,,facebook,cpc
S0008063,U006416,,2024-10-24 02:13:26,2024-10-24 02:18:59,mobile,US,,    facebook    ,cpc
S0008064,U009466,C00052,2025-05-31 21:23:20,2025-05-31 21:25:46,desktop,CA,Clearance 2025 – Decor,organic,organic
S0008065,U003735,,2024-07-14 23:32:00,2024-07-14 23:38:38,mobile,United States,,email,email
S0008066,U007945,C00582,2024-04-28 06:51:54,,mobile,United States,,facebook,none
S0008067,U007962,C00063,2024-05-30 20:07:56,2024-05-30 20:12:00,mobile,United States,Bundle & Save 2025 – Kitchen,facebook,cpc
S0008068,,C00704,2025-09-20 20:48:16,2025-09-20 20:55:28,mobile,US,Back to School 2025 – Decor,email,email
S0008069,U008146,,2025-11-08 06:14:49,,desktop,de,Clearance  2025  –  Bath,email,EMAIL
S0008070,U008474,,2025-08-11 14:53:29,2025-08-11 14:57:23,mobile,US,,google,cpc
S0008071,,,2025-05-03 22:35:14,2025-05-03 22:38:58,mobile,United States,,facebook,cpc    
S0008072,U000211,,2024-12-24 16:28:58,2024-12-24 16:31:09,mobile,US,,facebook,cpc
S0008073,U009118,C00477,2025-10-29 23:39:47,2025-10-29 23:45:04,mobile,usa,Clearance 2026 – Decor,google,cpc
S0008074,U008357,C00030,2025-10-02 09:53:22,2025-10-02 09:54:56,desktop,AU,,google,organic
S0008075,U004028,,2024-05-05 04:12:13,2024-05-05 04:16:08,mobile,United States,,email,email   
S0008076,U000218,C00101,2025-01-30 23:22:00,2025-01-30 23:24:44,mobile,United States,,  facebook   ,cpc
S0008077,U005139,C00295,2025-05-11 16:45:58,2025-05-11 16:51:20,mobile,fr,,DIRECT,none
S0008078,U000187,C00691,2025-06-01 19:27:48,2025-06-01 19:38:08,mobile,CA,,google,cpc
S0008079,U005658,,2024-10-10 03:04:22,,mobile,US,,google,email
S0008080,U005429,,2025-02-16 20:45:53,2025-02-16 20:58:16,desktop,Mexico,,google,none
S0008081,U000949,,2024-10-18 15:48:18,2024-10-18 15:51:35,mobile,Canada,,facebook,social
S0008082,U009548,C00753,2025-03-24 15:55:02,2025-03-24 15:59:47,mobile,FRANCE,Summer Sale 2024 – Decor,google,social
S0008083,U004522,C00381,2024-11-17 10:13:06,2024-11-17 10:19:00,mobile,United States ,Holiday Prep 2025 – Decor,GOOGLE, email 
S0008084,U006464,,2025-10-26 00:40:02,2025-10-26 00:46:37,tablet,mexico,,facebook,social
S0008085,U007164,C00759,2024-05-13 07:45:53,2024-05-13 07:48:57,mobile,MX,,email,email
S0008086,U009594,C00094,2024-01-31 09:42:15,2024-01-31 09:44:04,mobile,US,Weekend Flash 2024 – Storage,email,email
S0008087,U003259,C00630,2025-06-22 07:14:42,2025-06-22 07:20:34,mobile,US,Weekend Flash 2024 – Lighting,organic,ORGANIC
S0008088,U001842,,2025-04-20 04:38:48,2025-04-20 04:45:36,desktop,usa,,organic,cpc
S0008089,U001355,C00217,2025-12-20 22:29:04,2025-12-20 22:32:20,mobile,US,Bundle & Save 2025 – Outdoor,organic ,organic
S0008090,U004498,,2025-12-24 21:53:18,2025-12-24 21:56:51,desktop,US,,GOOGLE,organic
S0008091,,C00489,2024-02-24 16:04:59,2024-02-24 16:07:23,mobile,india,new arrivals 2026 – kitchen,google,none
S0008092,U006563,C00770,2025-11-07 15:13:13,2025-11-07 15:17:10,mobile,US,Holiday Prep 2024 – Decor,organic,organic
S0008093,,,2024-06-22 05:43:59,2024-06-22 05:49:39,mobile,US,,google,none
S0008094,U007639,C00169,2024-06-19 12:31:01,2024-06-19 12:36:07,mobile,US,New Arrivals 2024 – Office,facebook,social
S0008095,U009554,C00140,2025-05-17 03:30:10,2025-05-17 03:33:21,desktop,CA,Clearance 2025 – Decor,FACEBOOK,SOCIAL
S0008096,,C00800,2025-03-03 15:33:10,2025-03-03 15:37:52,mobile,UK,BUNDLE & SAVE 2024 – OFFICE,google,organic
S0008097,U004020,,2025-07-27 21:47:10,2025-07-27 21:53:57,mobile,US,,direct,referral
S0008098,,C00174,2025-07-25 23:30:58,2025-07-25 23:33:30,mobile,US,Bundle & Save 2025 – Lighting,facebook,cpc
S0008099,U006644,,2025-06-25 08:08:10,2025-06-25 08:13:01,mobile,Brazil,,direct,none
S0008100,U006623,,2025-09-06 06:05:27,,mobile,India,,google,CPC
S0008101,U005843,C00654,2024-11-10 10:39:37,2024-11-10 10:41:32,mobile,US,Weekend Flash 2025 – Storage,GOOGLE,email
S0008102,U008404,C00059,2025-05-08 17:09:43,2025-05-08 17:23:00,mobile,DE,Cozy Home 2025 – Storage,email,email
S0008103,U006780,,2025-08-21 19:19:55,2025-08-21 19:22:31,desktop,US,,google,cpc
S0008104,U005726,C00489,2024-12-26 14:53:55,2024-12-26 15:03:39,desktop,United States,New Arrivals 2026 – Kitchen,direct,none
S0008105,U009423,,2024-10-30 11:53:11,2024-10-30 11:59:33,mobile    ,US,,email,email
S0008106,U000616,C00601,2024-09-08 06:39:37,2024-09-08 06:44:43,mobile,US,New Arrivals 2024 – Decor,organic,cpc
S0008107,U000244,,2025-06-13 21:16:47,2025-06-13 21:18:10,mobile,US,,email,EMAIL
S0008108,U007869,C00061,2025-06-09 09:38:41,2025-06-09 09:40:42,mobile,US,Summer Sale 2024 – Bedroom,direct,none
S0008109,U001597,C00549,2026-01-14 06:43:17,2026-01-14 06:48:04,desktop,us,Summer Sale 2025 – Decor,google,organic
S0008110,U005432,C00215,2025-09-21 02:19:55,2025-09-21 02:22:06,mobile,    United  Kingdom      ,Holiday Prep 2025 – Decor,google,CPC
S0008111,U000397,C00010,2025-04-24 04:20:11,2025-04-24 04:26:06,mobile,US,Back to School 2025 – Decor,organic,organic
S0008112,,C00295,2024-05-10 00:31:38,2025-11-31T09:00:00,mobile,US,Clearance 2025 – Bath,email,email
S0008113,U006089,,2024-06-03 16:59:53,2024-06-03 17:03:05,tablet,US,,FACEBOOK,social
S0008114,U007228,C00424,2024-05-25 14:37:17,2024-05-25 14:42:27,TABLET,    AU      ,Summer Sale 2025 – Decor,GOOGLE,none
S0008115,U007989,C00044,2024-06-04 02:59:30,2024-06-04 03:00:46,mobile,US,,organic,organic
S0008116,,,2024-11-02 21:35:19,2024-11-02 21:39:32,mobile,us,,google,organic
S0008117,,,2025-04-10 00:42:08,2025-04-10 00:49:27,mobile,DE,,ORGANIC,organic
S0008118,U005865,C00489,2024-10-31 11:24:31,2024-10-31 11:26:57,mobile,United States,New Arrivals 2026 – Kitchen,google,social
S0008119,U003482,,2026-01-09 17:10:52,2026-01-09 17:13:48,desktop,US,,google,none
S0008120,U008889,C00582,2025-06-07 06:26:41,2025-06-07 06:19:10,mobile,US,,google    ,organic
S0008121,U002093,C00087,2025-11-06 15:52:04,2025-11-06 15:54:01,tablet,US,,google,none
S0008122,U009224,,2024-08-21 20:27:10,2024-08-21 20:30:04, MOBILE   ,US,,direct,none
S0008123,U004088,,2024-03-23 22:05:36,2024-03-23 22:11:34,mobile,CA,,organic,organic
S0008124,U004245,C00777,,2024-10-04 09:41:43,mobile,US,,facebook,organic
S0008125,U003574,C00489,2024-06-24 16:49:34,2024-06-24 16:51:04,mobile,usa,New Arrivals 2026 – Kitchen,direct,none
S0008126,U009261,,2026-01-09 08:25:50,2026-01-09 08:33:44,mobile,US,,facebook,social
S0008127,U009909,C00217,2025-03-22 14:15:18,2025-03-22 14:22:13,desktop,AU,Bundle & Save 2025 – Outdoor,organic,organic
S0008128,U005452,C00426,2024-04-06 17:50:02,,mobile,United States,Cozy Home 2026 – Kitchen,organic,organic
S0008129,U004817,,2025-04-01 18:16:17,2025-04-01 18:17:45,mobile,US,,direct,none
S0008130,U005335,C00136,2025-11-22 13:24:53,2025-11-22 13:30:47,mobile,US,Weekend Flash 2024 – Bedroom,google,organic
S0008131,U003209,,2025-02-25 08:22:26,2025-02-25 08:27:22,mobile,US,,facebook,cpc
S0008132,U000437,C00510,2025-04-26 13:59:59,2025-04-26 14:04:27,desktop,US,New Arrivals 2025 – Decor,facebook,cpc
S0008133,U007940,,2025-05-04 21:26:40,2025-05-04 21:29:25,mobile,USA,Cozy Home 2024 – Kitchen,google,none
S0008134,U004245,C00651,2024-05-02 14:14:58,2024-05-02 14:21:27,desktop,MX,,ORGANIC,social
S0008135,U002437,,2024-02-27 17:40:15,2024-02-27 17:43:26,desktop,US,,direct,none
S0008136,U005886,C00101,2025-07-01 20:55:55,2025-07-01 20:58:09,desktop,UK,Clearance 2025 – Bedroom,google,cpc
S0008137,U004966,C00777,2025-03-17 21:17:10,2025-03-17 21:22:12,mobile,US,Back to School 2024 – Outdoor,direct,none
S0008138,U007608,C00187,2024-01-22 11:26:16,2024-01-22 11:30:06,tablet,us,Back to School 2026 – Lighting   ,direct,none
S0008139,U006213,,2025-06-06 13:23:11,2025-06-06 13:24:36, desktop   ,US,,google,none
S0008140,U000155,,2025-12-27 06:28:10,2025-12-27 06:29:44,mobile,US,,facebook,  social
S0008141,U007585,C00056,2024-10-13 19:34:56,2024-10-13 19:41:31,desktop,US, Weekend Flash 2026 – Decor   ,GOOGLE,organic
S0008142,U002809,,2024-12-31 05:40:54,2024-12-31 05:43:25,mobile,US,,facebook,cpc
S0008143,U009906,,2025-09-25 19:34:56,,desktop,US,,google,none
S0008144,U001392,C00597,2024-06-29 14:31:58,2024-06-29 14:37:51,desktop,United States,,facebook,cpc
S0008145,U007351,,2025-08-23 02:45:33,2025-08-23 02:50:22,desktop,MX,,google, none 
S0008146,U002916,,2024-12-29 00:20:13,2024-12-29 00:24:55,mobile,CA,,facebook,social
S0008147,U001123,,2024-07-15 09:54:06,2024-07-15 10:05:24,mobile,UNITED STATES,,facebook,cpc
S0008148,U009128,C00101,2025-09-24 02:31:21,2025-09-24 02:34:15,mobile,US,Clearance 2025 – Bedroom,email,email
S0008149,U005590,,2024-06-05 19:29:12,2025-11-31T09:00:00,mobile,India,,direct,NONE
S0008150,U004756,C00174,2025-06-11 04:17:47,,mobile      ,usa,Bundle & Save 2025 – Lighting,google,cpc
S0008151,U007537,C00814,2025-12-17 02:57:33,2025-12-17 03:00:54,desktop,US,New Arrivals 2024 – Kitchen   ,google,organic
S0008152,U008323,C00117,2025-06-01 14:21:35,2025-06-01 14:23:57,MOBILE,United States,Weekend Flash 2025 – Bedroom,google,organic
S0008153,U008576,,2024-09-18 12:28:27,2024-09-18 12:35:57,mobile,BR,,organic,organic
S0008154,U009730,C00777,2024-07-13 22:48:52,2024-07-13 22:52:33,mobile,UK,,google,cpc
S0008155,U008474,C00489,2024-04-02 15:37:20,,mobile,  CA,New Arrivals 2026 – Kitchen,organic,organic
S0008156,U009626,,2025-04-23 22:29:26,2025-04-23 22:38:42,mobile,US,,google,social
S0008157,U002541,C00281,2024-01-14 04:25:24,2024-01-14 04:27:23,desktop,usa,,direct,NONE
S0008158,U000631,C00217,2024-11-29 13:25:30,2024-11-29 13:28:31,mobile,US,,REFERRAL,referral
S0008159,U008044,,2024-03-04 15:53:36,2024-03-04 15:58:16,mobile,  US  ,,google,organic
S0008160,U004361,,2025-01-05 18:35:08,2025-01-05 18:44:24,mobile, US   ,,GOOGLE,social
S0008161,U005491,C00217,2024-03-11 08:51:26,2024-03-11 08:54:31,desktop,us,Bundle & Save 2025 – Outdoor,DIRECT,none
S0008162,U004974,C00725,2025-07-23 03:27:54,2025-07-23 03:31:45,mobile, Canada ,CLEARANCE 2025 – DECOR,google,organic
S0008163,U005756,C00061,2025-03-03 03:08:08,2025-03-03 03:12:29,mobile,USA,Summer Sale 2024 – Bedroom,direct,NONE
S0008164,U005938,,2024-09-22 20:01:19,2024-09-22 19:59:17,desktop,Mexico,,organic,organic
S0008165,U002378,C00477,2026-01-03 22:58:29,2026-01-03 23:02:24,desktop,DE,,  email   ,social
S0008166,,C00281,2025-12-22 04:34:45,2025-12-22 04:39:25,desktop,US,Weekend Flash 2025 – Kitchen,direct,none
S0008167,U009857,C00281,2024-05-29 07:27:21,2024-05-29 07:31:49,mobile,US,Weekend Flash 2025 – Kitchen,google,organic
S0008168,U002866,C00044,2024-11-27 05:14:08,2024-11-27 05:24:12,mobile,US,Holiday Prep 2025 – Storage,referral,none
S0008169,U003249,C00411,2025-06-20 14:53:10,2025-06-20 15:00:23,mobile,US,Weekend Flash 2025 – Outdoor,organic,organic
S0008170,U005879,,2024-10-01 16:44:51,2024-10-01 16:47:38,mobile,US,,facebook,CPC
S0008171,U001097,C00592,2024-12-07 17:51:30,,mobile,UK,Summer Sale 2025 – Kitchen,google,none   
S0008172,U002267,C00507,2025-02-09 01:46:38,2025-02-09 01:49:15,desktop,USA,Summer Sale 2025 – Outdoor,direct,none
S0008173,U008716,,2024-02-09 19:17:54,2024-02-09 19:23:30,mobile,US,,email,SOCIAL
S0008174,U005623,,2025-05-30 00:27:58,2025-05-30 00:30:09,mobile,US,,facebook,cpc
S0008175,U002531,,2025-01-17 05:58:42,2025-01-17 06:04:06,mobile,US,,organic,organic
S0008176,U008292,C00193,2024-04-16 06:58:07,2024-04-16 06:59:29,mobile,US,Cozy Home 2024 – Storage,google,organic
S0008177,U000859,C00020,2025-02-04 06:50:42,2025-02-04 06:58:51,mobile,United States,New Arrivals 2024 – Decor,direct,none
S0008178,U005878,C00217,2024-05-20 12:42:51,2024-05-20 12:54:49,mobile   ,CA,Bundle & Save 2025 – Outdoor,google,none
S0008179,U006633,,2025-04-08 09:35:20,2025-04-08 09:37:02,mobile,US,,organic,social
S0008180,U006070,C00808,2025-07-29 22:25:13,2025-07-29 22:32:07,DESKTOP,us,New Arrivals 2025 – Office,direct,cpc
S0008181,U007099,C00564,2024-06-21 14:40:38,2024-06-21 14:44:43,desktop,DE,New Arrivals 2024 – Kitchen,google,organic
S0008182,U009801,,2024-08-18 13:39:36,2024-08-18 13:42:58,mobile,US,,google,organic
S0008183,U005642,C00252,2025-03-26 04:26:37,2025-03-26 04:32:01,desktop,United Kingdom,Bundle & Save 2025 – Office,organic,organic
S0008184,U005495,,2025-04-19 01:57:11,2025-04-19 02:02:20,mobile, usa,,direct,cpc
S0008185,U007957,,2025-07-26 15:23:40,2025-07-26 15:27:54,desktop,UNITED STATES,,email,email
S0008186,U002477,C00645,2025-11-17 21:46:06,2025-11-17 21:48:59,mobile,US,Bundle & Save 2024 – Decor,facebook,social
S0008187,U006919,,2025-10-17 11:54:40,2025-10-17 12:00:49,mobile,US,,facebook,cpc
S0008188,U003752,C00639,2024-05-10 08:44:42,2024-05-10 08:47:07,mobile,US,Summer Sale 2024 – Decor,email,email
S0008189,U009500,C00338,2025-05-22 02:23:24,2025-05-22 02:29:15,DESKTOP,US,Cozy Home 2025 – Bedroom,google,none
S0008190,U003264,C00566,2025-08-27 06:07:08,2025-08-27 06:12:49,desktop,US,New Arrivals 2024 – Storage,organic,organic
S0008191,U009894,C00239,2024-03-17 15:17:50,2024-03-17 15:20:46,mobile,  US ,New Arrivals 2024 – Bedroom,google,none
S0008192,U001659,,2024-11-29 08:54:36,2024-11-29 08:57:35,desktop,US,Back to School 2024 – Kitchen,direct,email
S0008193,U000954,C00258,2024-03-07 12:35:14,2024-03-07 12:39:09,mobile,US,,facebook,social
S0008194,U000057,,2024-10-07 00:16:39,2024-10-07 00:19:26,desktop,US,,google,  cpc
S0008195,U007338,,2024-08-27 01:48:26,2024-08-27 01:52:24,mobile,US,,organic,organic
S0008196,U008983,,2024-10-02 00:00:41,2024-10-02 00:01:44,mobile,US,,  direct  ,none
S0008197,U000521,C00067,2024-09-24 06:44:34,2024-09-24 06:48:35,mobile,US      ,Cozy Home 2025 – Lighting,direct,none
S0008198,U007313,C00174,2025-12-12 06:44:49,2025-12-12 06:49:31,mobile,MX,Bundle & Save 2025 – Lighting,google,organic
S0008199,,,2024-07-20 17:19:40,2024-07-20 17:26:49,mobile,US,,facebook,social
S0008200,,C00566,2025-06-29 02:18:02,2025-06-29 02:28:55,mobile,US,New Arrivals 2024 – Storage,referral,referral
S0008201,U008822,,2025-05-04 19:49:12,2025-05-04 19:55:43,mobile,France,,google,cpc
S0008202,U003296,C00063,2025-08-18 07:25:12,2025-08-18 07:27:44,desktop,US,Bundle & Save 2025 – Kitchen,organic,social
S0008203,U009942,,2024-07-07 04:01:22,2024-07-07 04:06:40,mobile,CANADA,,facebook,cpc
S0008204,U005392,C00737,2025-05-10 06:20:44,2025-05-10 06:23:07,desktop,united states,Bundle & Save 2024 – Decor,direct,none
S0008205,U004910,C00489,2024-08-08 18:38:47,2024-08-08 18:42:10,desktop,United States,New Arrivals 2026 – Kitchen,facebook,cpc
S0008206,U000826,C00044,2024-02-18 15:47:43,2024-02-18 15:50:50,mobile,UK,Holiday Prep 2025 – Storage,organic ,organic
S0008207,U003145,,2024-07-28 15:54:15,2024-07-28 15:57:54,mobile,Brazil,,google,social
S0008208,U009106,,2025-07-29 08:42:20,2025-07-29 08:43:38,mobile,US,,organic,organic
S0008209,U004659,,2024-02-12 13:23:43,2024-02-12 13:28:38,desktop,United States,,direct,none
S0008210,U006192,C00169,2025-06-23 00:50:47,2025-06-23 00:57:25,mobile,US,New Arrivals 2024 – Office,referral,email
S0008211,,,2026-01-12 10:47:39,2026-01-12 10:50:02,mobile,US,,organic,    organic
S0008212,U005923,C00257,2024-08-22 09:16:36,2024-08-22 09:20:09,desktop,US,bundle & save 2025 – decor,direct,none
S0008213,U005532,C00281,2025-08-10 06:39:41,2025-08-10 06:44:47,desktop,MX,,google,organic
S0008214,,,2025-05-19 02:48:23,2025-05-19 02:40:32,mobile,India,,google,cpc
S0008215,U001643,C00651,2025-10-06 08:51:51,2025-10-06 08:55:09,mobile,US,BACK TO SCHOOL 2024 – DECOR,direct,REFERRAL
S0008216,U007968,C00066,2026-01-07 12:18:05,2026-01-07 12:20:04,mobile,US,Summer Sale 2024 – Decor,organic,organic
S0008217,U004924,C00136,2024/02/30 12:15:00,2024-08-26 17:35:45,desktop,United States,Weekend Flash 2024 – Bedroom,google,  ORGANIC  
S0008218,,,2025-07-27 17:27:33,2025-07-27 17:31:23,desktop,CANADA,,organic,none  
S0008219,U005373,C00626,2025-06-05 03:44:16,2025-06-05 03:47:14,mobile,US,SUMMER SALE 2025 – OFFICE,organic,organic
S0008220,U004032,,2025-04-04 12:50:04,2025-04-04 12:41:21,desktop,Canada,,direct,none   
S0008221,U003117,C00044,2024-06-29 08:06:14,,tablet,UK,Holiday Prep 2025 – Storage,google,organic
S0008222,U004682,C00174,2025-06-28 12:52:20,2025-06-28 12:54:55,mobile,Australia,Bundle & Save 2025 – Lighting,direct,none
S0008223,U004457,,2025-05-28 17:09:42,2025-05-28 17:24:52,desktop,CA,,facebook,SOCIAL
S0008224,U004232,C00448,2025-03-06 18:57:16,2025-03-06 19:00:33,mobile  ,DE, Holiday Prep 2024 – Decor ,  direct ,none
S0008225,U009566,C00102,2024-05-14 09:20:46,2024-05-14 09:26:09,mobile,CA,Weekend Flash 2025 – Decor,google,cpc
S0008226,U005178,C00146,2025-02-21 10:57:19,2025-02-21 11:00:22,mobile    ,AU,Cozy Home 2025 – Kitchen,referral,none
S0008227,U001568,,2025-01-18 03:22:09,2025-01-18 03:27:22,mobile,MX,,facebook,cpc
S0008228,U005598,C00052,2025-01-07 21:51:04,2025-01-07 21:54:17,desktop,US,Clearance 2025 – Decor,email,email
S0008229,U000979,C00136,2025-03-06 16:24:24,2025-03-06 16:27:00,mobile,US,Weekend Flash 2024 – Bedroom,direct,cpc
S0008230,U001532,C00477,2025-07-12 03:38:16,2025-07-12 03:39:59,mobile,US,Clearance 2026 – Decor,facebook,cpc
S0008231,U001348,C00069,2024-05-23 04:25:08,2024-05-23 04:31:25,mobile,AU,Clearance 2025 – Bath,google,NONE
S0008232,U005431,C00282,2025-09-29 00:48:51,,mobile,    US  ,NEW ARRIVALS 2024 – BATH,google   ,cpc
S0008233,U008558,,2025-07-01 01:32:23,2025-07-01 01:35:53,MOBILE,US,,organic,organic
S0008234,U004587,C00252,2025-09-20 11:54:30,2025-09-20 12:03:30,desktop,CA,Bundle & Save 2025 – Office,direct,none
S0008235,U004466,C00499,2024-04-26 09:26:40,,mobile,US,Cozy Home 2025 – Outdoor,email,email
S0008236,U005619,,2024-12-31 17:35:38,2024-12-31 17:42:38,mobile,IN,,email,email
S0008237,U006869,C00087,2024-03-03 20:47:07,2024-03-03 20:53:16,desktop,Australia,,organic,organic
S0008238,U004773,,2024-05-29 02:00:17,2024-05-29 02:03:29,desktop,US,,email,email
S0008239,U006622,,2025-02-03 03:09:57,2025-02-03 03:19:44,  desktop  ,United States,,google,none
S0008240,U006160,C00044,2025-08-27 22:32:42,2025-08-27 22:33:32,desktop,us,Holiday Prep 2025 – Storage,facebook,social
S0008241,U008288,C00780,2024-11-21 03:22:48,2024-11-21 03:25:24,mobile,US,New Arrivals 2024 – Bedroom,referral,none
S0008242,U007612,C00597,2024-01-09 04:09:30,2024-01-09 04:13:08,DESKTOP,UK,New Arrivals 2024 – Lighting,facebook,social
S0008243,U001614,,2024-08-30 20:10:51,2024-08-30 20:15:35,mobile, UK  ,,direct,email
S0008244,U007291,C00136,2025-12-13 16:34:01,2025-12-13 16:37:05,mobile,US,Weekend Flash 2024 – Bedroom,google,none
